> 
   0.000000E+00    0.000000E+00
   0.100000E+00    0.100000E+00
   0.000000E+00    0.100000E+00
   0.000000E+00    0.000000E+00
> 
   0.000000E+00    0.000000E+00
   0.100000E+00    0.000000E+00
   0.100000E+00    0.100000E+00
   0.000000E+00    0.000000E+00
> 
   0.100000E+00    0.000000E+00
   0.200000E+00    0.100000E+00
   0.100000E+00    0.100000E+00
   0.100000E+00    0.000000E+00
> 
   0.100000E+00    0.000000E+00
   0.200000E+00    0.000000E+00
   0.200000E+00    0.100000E+00
   0.100000E+00    0.000000E+00
> 
   0.200000E+00    0.000000E+00
   0.300000E+00    0.100000E+00
   0.200000E+00    0.100000E+00
   0.200000E+00    0.000000E+00
> 
   0.200000E+00    0.000000E+00
   0.300000E+00    0.000000E+00
   0.300000E+00    0.100000E+00
   0.200000E+00    0.000000E+00
> 
   0.300000E+00    0.000000E+00
   0.400000E+00    0.100000E+00
   0.300000E+00    0.100000E+00
   0.300000E+00    0.000000E+00
> 
   0.300000E+00    0.000000E+00
   0.400000E+00    0.000000E+00
   0.400000E+00    0.100000E+00
   0.300000E+00    0.000000E+00
> 
   0.400000E+00    0.000000E+00
   0.500000E+00    0.100000E+00
   0.400000E+00    0.100000E+00
   0.400000E+00    0.000000E+00
> 
   0.400000E+00    0.000000E+00
   0.500000E+00    0.000000E+00
   0.500000E+00    0.100000E+00
   0.400000E+00    0.000000E+00
> 
   0.500000E+00    0.000000E+00
   0.600000E+00    0.100000E+00
   0.500000E+00    0.100000E+00
   0.500000E+00    0.000000E+00
> 
   0.500000E+00    0.000000E+00
   0.600000E+00    0.000000E+00
   0.600000E+00    0.100000E+00
   0.500000E+00    0.000000E+00
> 
   0.000000E+00    0.100000E+00
   0.100000E+00    0.200000E+00
   0.000000E+00    0.200000E+00
   0.000000E+00    0.100000E+00
> 
   0.000000E+00    0.100000E+00
   0.100000E+00    0.100000E+00
   0.100000E+00    0.200000E+00
   0.000000E+00    0.100000E+00
> 
   0.100000E+00    0.100000E+00
   0.200000E+00    0.200000E+00
   0.100000E+00    0.200000E+00
   0.100000E+00    0.100000E+00
> 
   0.100000E+00    0.100000E+00
   0.200000E+00    0.100000E+00
   0.200000E+00    0.200000E+00
   0.100000E+00    0.100000E+00
> 
   0.200000E+00    0.100000E+00
   0.300000E+00    0.200000E+00
   0.200000E+00    0.200000E+00
   0.200000E+00    0.100000E+00
> 
   0.200000E+00    0.100000E+00
   0.300000E+00    0.100000E+00
   0.300000E+00    0.200000E+00
   0.200000E+00    0.100000E+00
> 
   0.300000E+00    0.100000E+00
   0.400000E+00    0.200000E+00
   0.300000E+00    0.200000E+00
   0.300000E+00    0.100000E+00
> 
   0.300000E+00    0.100000E+00
   0.400000E+00    0.100000E+00
   0.400000E+00    0.200000E+00
   0.300000E+00    0.100000E+00
> 
   0.400000E+00    0.100000E+00
   0.500000E+00    0.200000E+00
   0.400000E+00    0.200000E+00
   0.400000E+00    0.100000E+00
> 
   0.400000E+00    0.100000E+00
   0.500000E+00    0.100000E+00
   0.500000E+00    0.200000E+00
   0.400000E+00    0.100000E+00
> 
   0.500000E+00    0.100000E+00
   0.600000E+00    0.200000E+00
   0.500000E+00    0.200000E+00
   0.500000E+00    0.100000E+00
> 
   0.500000E+00    0.100000E+00
   0.600000E+00    0.100000E+00
   0.600000E+00    0.200000E+00
   0.500000E+00    0.100000E+00
> 
   0.000000E+00    0.200000E+00
   0.100000E+00    0.300000E+00
   0.000000E+00    0.300000E+00
   0.000000E+00    0.200000E+00
> 
   0.000000E+00    0.200000E+00
   0.100000E+00    0.200000E+00
   0.100000E+00    0.300000E+00
   0.000000E+00    0.200000E+00
> 
   0.100000E+00    0.200000E+00
   0.200000E+00    0.300000E+00
   0.100000E+00    0.300000E+00
   0.100000E+00    0.200000E+00
> 
   0.100000E+00    0.200000E+00
   0.200000E+00    0.200000E+00
   0.200000E+00    0.300000E+00
   0.100000E+00    0.200000E+00
> 
   0.200000E+00    0.200000E+00
   0.300000E+00    0.300000E+00
   0.200000E+00    0.300000E+00
   0.200000E+00    0.200000E+00
> 
   0.200000E+00    0.200000E+00
   0.300000E+00    0.200000E+00
   0.300000E+00    0.300000E+00
   0.200000E+00    0.200000E+00
> 
   0.300000E+00    0.200000E+00
   0.400000E+00    0.300000E+00
   0.300000E+00    0.300000E+00
   0.300000E+00    0.200000E+00
> 
   0.300000E+00    0.200000E+00
   0.400000E+00    0.200000E+00
   0.400000E+00    0.300000E+00
   0.300000E+00    0.200000E+00
> 
   0.400000E+00    0.200000E+00
   0.500000E+00    0.300000E+00
   0.400000E+00    0.300000E+00
   0.400000E+00    0.200000E+00
> 
   0.400000E+00    0.200000E+00
   0.500000E+00    0.200000E+00
   0.500000E+00    0.300000E+00
   0.400000E+00    0.200000E+00
> 
   0.500000E+00    0.200000E+00
   0.600000E+00    0.300000E+00
   0.500000E+00    0.300000E+00
   0.500000E+00    0.200000E+00
> 
   0.500000E+00    0.200000E+00
   0.600000E+00    0.200000E+00
   0.600000E+00    0.300000E+00
   0.500000E+00    0.200000E+00
> 
   0.000000E+00    0.300000E+00
   0.100000E+00    0.400000E+00
   0.000000E+00    0.400000E+00
   0.000000E+00    0.300000E+00
> 
   0.000000E+00    0.300000E+00
   0.100000E+00    0.300000E+00
   0.100000E+00    0.400000E+00
   0.000000E+00    0.300000E+00
> 
   0.100000E+00    0.300000E+00
   0.200000E+00    0.400000E+00
   0.100000E+00    0.400000E+00
   0.100000E+00    0.300000E+00
> 
   0.100000E+00    0.300000E+00
   0.200000E+00    0.300000E+00
   0.200000E+00    0.400000E+00
   0.100000E+00    0.300000E+00
> 
   0.200000E+00    0.300000E+00
   0.300000E+00    0.400000E+00
   0.200000E+00    0.400000E+00
   0.200000E+00    0.300000E+00
> 
   0.200000E+00    0.300000E+00
   0.300000E+00    0.300000E+00
   0.300000E+00    0.400000E+00
   0.200000E+00    0.300000E+00
> 
   0.300000E+00    0.300000E+00
   0.400000E+00    0.400000E+00
   0.300000E+00    0.400000E+00
   0.300000E+00    0.300000E+00
> 
   0.300000E+00    0.300000E+00
   0.400000E+00    0.300000E+00
   0.400000E+00    0.400000E+00
   0.300000E+00    0.300000E+00
> 
   0.400000E+00    0.300000E+00
   0.500000E+00    0.400000E+00
   0.400000E+00    0.400000E+00
   0.400000E+00    0.300000E+00
> 
   0.400000E+00    0.300000E+00
   0.500000E+00    0.300000E+00
   0.500000E+00    0.400000E+00
   0.400000E+00    0.300000E+00
> 
   0.500000E+00    0.300000E+00
   0.600000E+00    0.400000E+00
   0.500000E+00    0.400000E+00
   0.500000E+00    0.300000E+00
> 
   0.500000E+00    0.300000E+00
   0.600000E+00    0.300000E+00
   0.600000E+00    0.400000E+00
   0.500000E+00    0.300000E+00
> 
   0.000000E+00    0.400000E+00
   0.100000E+00    0.500000E+00
   0.000000E+00    0.500000E+00
   0.000000E+00    0.400000E+00
> 
   0.000000E+00    0.400000E+00
   0.100000E+00    0.400000E+00
   0.100000E+00    0.500000E+00
   0.000000E+00    0.400000E+00
> 
   0.100000E+00    0.400000E+00
   0.200000E+00    0.500000E+00
   0.100000E+00    0.500000E+00
   0.100000E+00    0.400000E+00
> 
   0.100000E+00    0.400000E+00
   0.200000E+00    0.400000E+00
   0.200000E+00    0.500000E+00
   0.100000E+00    0.400000E+00
> 
   0.200000E+00    0.400000E+00
   0.300000E+00    0.500000E+00
   0.200000E+00    0.500000E+00
   0.200000E+00    0.400000E+00
> 
   0.200000E+00    0.400000E+00
   0.300000E+00    0.400000E+00
   0.300000E+00    0.500000E+00
   0.200000E+00    0.400000E+00
> 
   0.300000E+00    0.400000E+00
   0.400000E+00    0.500000E+00
   0.300000E+00    0.500000E+00
   0.300000E+00    0.400000E+00
> 
   0.300000E+00    0.400000E+00
   0.400000E+00    0.400000E+00
   0.400000E+00    0.500000E+00
   0.300000E+00    0.400000E+00
> 
   0.400000E+00    0.400000E+00
   0.500000E+00    0.500000E+00
   0.400000E+00    0.500000E+00
   0.400000E+00    0.400000E+00
> 
   0.400000E+00    0.400000E+00
   0.500000E+00    0.400000E+00
   0.500000E+00    0.500000E+00
   0.400000E+00    0.400000E+00
> 
   0.500000E+00    0.400000E+00
   0.600000E+00    0.500000E+00
   0.500000E+00    0.500000E+00
   0.500000E+00    0.400000E+00
> 
   0.500000E+00    0.400000E+00
   0.600000E+00    0.400000E+00
   0.600000E+00    0.500000E+00
   0.500000E+00    0.400000E+00
> 
   0.000000E+00    0.500000E+00
   0.100000E+00    0.600000E+00
   0.000000E+00    0.600000E+00
   0.000000E+00    0.500000E+00
> 
   0.000000E+00    0.500000E+00
   0.100000E+00    0.500000E+00
   0.100000E+00    0.600000E+00
   0.000000E+00    0.500000E+00
> 
   0.100000E+00    0.500000E+00
   0.200000E+00    0.600000E+00
