 nodal point     1     0.00000       0.00000    
 nodal point     2    0.100000       0.00000    
 nodal point     3    0.200000       0.00000    
 nodal point     4    0.300000       0.00000    
 nodal point     5    0.400000       0.00000    
 nodal point     6    0.500000       0.00000    
 nodal point     7    0.600000       0.00000    
 nodal point     8     0.00000      0.100000    
 nodal point     9    0.100000      0.100000    
 nodal point    10    0.200000      0.100000    
 nodal point    11    0.300000      0.100000    
 nodal point    12    0.400000      0.100000    
 nodal point    13    0.500000      0.100000    
 nodal point    14    0.600000      0.100000    
 nodal point    15     0.00000      0.200000    
 nodal point    16    0.100000      0.200000    
 nodal point    17    0.200000      0.200000    
 nodal point    18    0.300000      0.200000    
 nodal point    19    0.400000      0.200000    
 nodal point    20    0.500000      0.200000    
 nodal point    21    0.600000      0.200000    
 nodal point    22     0.00000      0.300000    
 nodal point    23    0.100000      0.300000    
 nodal point    24    0.200000      0.300000    
 nodal point    25    0.300000      0.300000    
 nodal point    26    0.400000      0.300000    
 nodal point    27    0.500000      0.300000    
 nodal point    28    0.600000      0.300000    
 nodal point    29     0.00000      0.400000    
 nodal point    30    0.100000      0.400000    
 nodal point    31    0.200000      0.400000    
 nodal point    32    0.300000      0.400000    
 nodal point    33    0.400000      0.400000    
 nodal point    34    0.500000      0.400000    
 nodal point    35    0.600000      0.400000    
 nodal point    36     0.00000      0.500000    
 nodal point    37    0.100000      0.500000    
 nodal point    38    0.200000      0.500000    
 nodal point    39    0.300000      0.500000    
 nodal point    40    0.400000      0.500000    
 nodal point    41    0.500000      0.500000    
 nodal point    42    0.600000      0.500000    
 nodal point    43     0.00000      0.600000    
 nodal point    44    0.100000      0.600000    
 nodal point    45    0.200000      0.600000    
 nodal point    46    0.300000      0.600000    
 nodal point    47    0.400000      0.600000    
 nodal point    48    0.500000      0.600000    
 nodal point    49    0.600000      0.600000    
